INPUT:story_a	INPUT:story_b	INPUT:ending_a	INPUT:ending_b	INPUT:system_a	INPUT:system_b	INPUT:content_plan_id	OUTPUT:category	GOLDEN:category	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
After he was kicked out of school, Jose was forced to spend his days on the streets. When he met Dorothy, she was a street-smart young lady who had a passion for writing and was determined to make a good living. While she worked long hours at a local factory, Jose took care of the house and took care to provide food for her and her two children. When Dorothy decided to leave town, Jose tried to help her and the kids with the situation.	It's been two weeks since the night of the incident. Jose and his wife, Dorothy, are both still in Lisbon, but that hasn't been enough for them. They don't think they are the same anymore. That night, they decided to find out. They went to the local park and sat next to a bench that had an empty bench and some chairs, and waited for the sun to set. Dorothy sat in the corner and closed her eyes.	She's in a strange part of town with a man she doesn't trust.	When the sun sets, the light of the full moon begins to illuminate the entire landscape. The sun and moon are so bright that the shadows of all the trees in the park have a golden hue.	random	rank	8	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c546e8af898e1caec05b23	0001d29799--61c53dfb8a7e2d04d1b13498	0001d29799--61c546e8af898e1caec05b23	ed4fadc6181e2369afec76ba60f26b3c	APPROVED	2021-12-24T04:04:56.478
After he was kicked out of school, Jose was forced to spend his days on the streets. When he met Dorothy, she was a street-smart young lady who had a passion for writing and was determined to make a good living. While she worked long hours at a local factory, Jose took care of the house and took care to provide food for her and her two children. When Dorothy decided to leave town, Jose tried to help her and the kids with the situation.	It's been two weeks since the night of the incident. Jose and his wife, Dorothy, are both still in Lisbon, but that hasn't been enough for them. They don't think they are the same anymore. That night, they decided to find out. They went to the local park and sat next to a bench that had an empty bench and some chairs, and waited for the sun to set. Dorothy sat in the corner and closed her eyes.	She's in a strange part of town with a man she doesn't trust.	When the sun sets, the light of the full moon begins to illuminate the entire landscape. The sun and moon are so bright that the shadows of all the trees in the park have a golden hue.	random	rank	8	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c546e94b45893d05ecfb80	0001d29799--61c53dfb8a7e2d04d1b13498	0001d29799--61c546e94b45893d05ecfb80	f3b8f6f60d7ff7931950a6bcb8b3b4ae	APPROVED	2021-12-24T04:04:57.409
After he was kicked out of school, Jose was forced to spend his days on the streets. When he met Dorothy, she was a street-smart young lady who had a passion for writing and was determined to make a good living. While she worked long hours at a local factory, Jose took care of the house and took care to provide food for her and her two children. When Dorothy decided to leave town, Jose tried to help her and the kids with the situation.	It's been two weeks since the night of the incident. Jose and his wife, Dorothy, are both still in Lisbon, but that hasn't been enough for them. They don't think they are the same anymore. That night, they decided to find out. They went to the local park and sat next to a bench that had an empty bench and some chairs, and waited for the sun to set. Dorothy sat in the corner and closed her eyes.	She's in a strange part of town with a man she doesn't trust.	When the sun sets, the light of the full moon begins to illuminate the entire landscape. The sun and moon are so bright that the shadows of all the trees in the park have a golden hue.	random	rank	8	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c546eb803113280d7f4854	0001d29799--61c53dfb8a7e2d04d1b13498	0001d29799--61c546eb803113280d7f4854	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:04:59.631
When Khadijah was about to go to the wedding of John H., John took her to the house of Abraham and had sex with her. He had to take an oath of chastity for Khadiyah to enter the new city called Ur of the Chaldees. Then John brought her to Jerusalem, where she fell in love with Solomon, who was a great prophet. But she was not interested in marrying him.	It begins with John H Roberts, a white man and a member of the elite Sudanese elite, who is kidnapped and taken to a remote region of South Sudan by the rebels of the Dinka people. The rebels take Roberts to a place known as 'the mountain' where they force him to make a sacrifice of a lamb which they believe will bring about an end to the rebels and the regime of President Salva Kiir.	When John came to her, she gave him her hand in marriage.	The end is not the end, but the beginning of something new.	rank	random	3	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c546f6a2ac1301faeb8a79	0001d29799--61c53dfb8a7e2d04d1b13493	0001d29799--61c546f6a2ac1301faeb8a79	fcde1ebc05bc9a70de0a9582b327efa1	APPROVED	2021-12-24T04:05:10.577
When Khadijah was about to go to the wedding of John H., John took her to the house of Abraham and had sex with her. He had to take an oath of chastity for Khadiyah to enter the new city called Ur of the Chaldees. Then John brought her to Jerusalem, where she fell in love with Solomon, who was a great prophet. But she was not interested in marrying him.	It begins with John H Roberts, a white man and a member of the elite Sudanese elite, who is kidnapped and taken to a remote region of South Sudan by the rebels of the Dinka people. The rebels take Roberts to a place known as 'the mountain' where they force him to make a sacrifice of a lamb which they believe will bring about an end to the rebels and the regime of President Salva Kiir.	When John came to her, she gave him her hand in marriage.	The end is not the end, but the beginning of something new.	rank	random	3	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c546fb8a0f585f1a479786	0001d29799--61c53dfb8a7e2d04d1b13493	0001d29799--61c546fb8a0f585f1a479786	f8355b9c44701b88228ceb93c3935964	APPROVED	2021-12-24T04:05:15.883
When Khadijah was about to go to the wedding of John H., John took her to the house of Abraham and had sex with her. He had to take an oath of chastity for Khadiyah to enter the new city called Ur of the Chaldees. Then John brought her to Jerusalem, where she fell in love with Solomon, who was a great prophet. But she was not interested in marrying him.	It begins with John H Roberts, a white man and a member of the elite Sudanese elite, who is kidnapped and taken to a remote region of South Sudan by the rebels of the Dinka people. The rebels take Roberts to a place known as 'the mountain' where they force him to make a sacrifice of a lamb which they believe will bring about an end to the rebels and the regime of President Salva Kiir.	When John came to her, she gave him her hand in marriage.	The end is not the end, but the beginning of something new.	rank	random	3	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c547019bc84149e0068dbe	0001d29799--61c53dfb8a7e2d04d1b13493	0001d29799--61c547019bc84149e0068dbe	f945ca556b401ee77b8bc31ef1d17f09	APPROVED	2021-12-24T04:05:21.045
"Michael and Maeven get a call from their friend, Nick. He tells them that Michael got a job at Mack with an important task to perform for the town. But, things aren't what they seem… ""Maeve thinks that Michael and Nick have some special connection but Michael and their friends don't see it that way. But they have to go to Mack to find out for sure."	It all began with the idea that Michael and his friend Maeve need more friends. Michael's grandfather had recently passed away and he needed to find a friend to fill the void. Unfortunately Michael's old friend Maevis is the type who doesn't get along with others and she won't even go with Michael to school. Maevis has been in the past when Michael had needed someone to go with. But that wasn't the worst of it because Maevis also doesn't have a boyfriend.	The two of them get a job but they are assigned to a different part of the town.	Michael and Maeve became best friends, and the rest of their lives were filled with friendship and love.	rank	ppl	37	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c5470354fd1476dfb1413e	0001d29799--61c53dfb8a7e2d04d1b13451	0001d29799--61c5470354fd1476dfb1413e	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:05:23.827
"Michael and Maeven get a call from their friend, Nick. He tells them that Michael got a job at Mack with an important task to perform for the town. But, things aren't what they seem… ""Maeve thinks that Michael and Nick have some special connection but Michael and their friends don't see it that way. But they have to go to Mack to find out for sure."	It all began with the idea that Michael and his friend Maeve need more friends. Michael's grandfather had recently passed away and he needed to find a friend to fill the void. Unfortunately Michael's old friend Maevis is the type who doesn't get along with others and she won't even go with Michael to school. Maevis has been in the past when Michael had needed someone to go with. But that wasn't the worst of it because Maevis also doesn't have a boyfriend.	The two of them get a job but they are assigned to a different part of the town.	Michael and Maeve became best friends, and the rest of their lives were filled with friendship and love.	rank	ppl	37	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54704a2ac1301faeb8acf	0001d29799--61c53dfb8a7e2d04d1b13451	0001d29799--61c54704a2ac1301faeb8acf	ee893a36d90b44e78e9bc99a4184f7b1	APPROVED	2021-12-24T04:05:24.615
"Michael and Maeven get a call from their friend, Nick. He tells them that Michael got a job at Mack with an important task to perform for the town. But, things aren't what they seem… ""Maeve thinks that Michael and Nick have some special connection but Michael and their friends don't see it that way. But they have to go to Mack to find out for sure."	It all began with the idea that Michael and his friend Maeve need more friends. Michael's grandfather had recently passed away and he needed to find a friend to fill the void. Unfortunately Michael's old friend Maevis is the type who doesn't get along with others and she won't even go with Michael to school. Maevis has been in the past when Michael had needed someone to go with. But that wasn't the worst of it because Maevis also doesn't have a boyfriend.	The two of them get a job but they are assigned to a different part of the town.	Michael and Maeve became best friends, and the rest of their lives were filled with friendship and love.	rank	ppl	37	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54708b756df533ecc5e58	0001d29799--61c53dfb8a7e2d04d1b13451	0001d29799--61c54708b756df533ecc5e58	fcde1ebc05bc9a70de0a9582b327efa1	APPROVED	2021-12-24T04:05:28.025
As José was walking into the room, he found himself being welcomed by the beautiful Luiz. He was happy that he was finally with someone who was also as friendly as he was. It was a day to remember for José. He and Luix spent their day in an endless wave of laughter, together as friends. Luix even helped José get his shirt back on. Jose looked at Luiz and felt a sense of peace and warmth in him.	The Gomes boys were raised in poverty by their parents on the streets of Lisbon. They moved to a small village in southern Portugal and became the youngest athletes in the country. Luiz, the oldest, played soccer for the national team. Jose, the youngest, was a talented baseball player. Their parents were both teachers, so they were taught the value of hard work, and the importance of teaching each other.	It was the beginning of a beautiful friendship. José and Luiz made it an amazing time and they even shared a laugh. Luiz left with a smile and José with a laugh.	The Gomes brothers went on to dominate the soccer field as the best soccer players in Portugal for years to come.	rank	ppl	48	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c5470a75e3134062e9ccd8	0001d29799--61c53dfb8a7e2d04d1b1345c	0001d29799--61c5470a75e3134062e9ccd8	e8b79927dd9b11cf753c6a37d3338585	APPROVED	2021-12-24T04:05:30.865
As José was walking into the room, he found himself being welcomed by the beautiful Luiz. He was happy that he was finally with someone who was also as friendly as he was. It was a day to remember for José. He and Luix spent their day in an endless wave of laughter, together as friends. Luix even helped José get his shirt back on. Jose looked at Luiz and felt a sense of peace and warmth in him.	The Gomes boys were raised in poverty by their parents on the streets of Lisbon. They moved to a small village in southern Portugal and became the youngest athletes in the country. Luiz, the oldest, played soccer for the national team. Jose, the youngest, was a talented baseball player. Their parents were both teachers, so they were taught the value of hard work, and the importance of teaching each other.	It was the beginning of a beautiful friendship. José and Luiz made it an amazing time and they even shared a laugh. Luiz left with a smile and José with a laugh.	The Gomes brothers went on to dominate the soccer field as the best soccer players in Portugal for years to come.	rank	ppl	48	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54712cd524d5be6686ebb	0001d29799--61c53dfb8a7e2d04d1b1345c	0001d29799--61c54712cd524d5be6686ebb	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:05:38.414
As José was walking into the room, he found himself being welcomed by the beautiful Luiz. He was happy that he was finally with someone who was also as friendly as he was. It was a day to remember for José. He and Luix spent their day in an endless wave of laughter, together as friends. Luix even helped José get his shirt back on. Jose looked at Luiz and felt a sense of peace and warmth in him.	The Gomes boys were raised in poverty by their parents on the streets of Lisbon. They moved to a small village in southern Portugal and became the youngest athletes in the country. Luiz, the oldest, played soccer for the national team. Jose, the youngest, was a talented baseball player. Their parents were both teachers, so they were taught the value of hard work, and the importance of teaching each other.	It was the beginning of a beautiful friendship. José and Luiz made it an amazing time and they even shared a laugh. Luiz left with a smile and José with a laugh.	The Gomes brothers went on to dominate the soccer field as the best soccer players in Portugal for years to come.	rank	ppl	48	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c5471b5411d05ee08af14c	0001d29799--61c53dfb8a7e2d04d1b1345c	0001d29799--61c5471b5411d05ee08af14c	fcde1ebc05bc9a70de0a9582b327efa1	APPROVED	2021-12-24T04:05:47.124
Michael Michael's parents have been missing for two years. His sister Jane, who lives with her parents, was murdered when she was twelve years old. She was found in a wooded area and badly beaten. Her parents have not been heard from since. When Michael Michael was twelve, his father, Michael, got himself arrested for murder. Two years later, the police discovered that he had been using Michael Michael as a living breathing test subject for his experiments.	Michael and Jane were living together on an alien world when they were captured by a race of giant green aliens called the B.R.G.S. They have been living with them for a long time but have never seen them before. After some time they had grown quite fond of the BRSG but were soon attacked by their leader, The Green-Eyed Monster (GEM). They were able to save each other.	A man is about to go on trial for a crime he didn't commit.	The B.O.M. is destroyed and the planet is safe for the next generation.	ppl	rank	40	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c5472454fd1476dfb141af	0001d29799--61c53dfb8a7e2d04d1b13454	0001d29799--61c5472454fd1476dfb141af	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:05:56.449
Michael Michael's parents have been missing for two years. His sister Jane, who lives with her parents, was murdered when she was twelve years old. She was found in a wooded area and badly beaten. Her parents have not been heard from since. When Michael Michael was twelve, his father, Michael, got himself arrested for murder. Two years later, the police discovered that he had been using Michael Michael as a living breathing test subject for his experiments.	Michael and Jane were living together on an alien world when they were captured by a race of giant green aliens called the B.R.G.S. They have been living with them for a long time but have never seen them before. After some time they had grown quite fond of the BRSG but were soon attacked by their leader, The Green-Eyed Monster (GEM). They were able to save each other.	A man is about to go on trial for a crime he didn't commit.	The B.O.M. is destroyed and the planet is safe for the next generation.	ppl	rank	40	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54734b756df533ecc5ea7	0001d29799--61c53dfb8a7e2d04d1b13454	0001d29799--61c54734b756df533ecc5ea7	fc1c3ebc4e89e40d13be35849d5bc7d6	APPROVED	2021-12-24T04:06:12.737
When Nanette was a child, her father and stepmother were killed in a horrific car accident. They were buried in a shallow grave and she was left to raise her brother and sister. One day, a new neighbor named Mark Prentchard showed up at her home and introduced himself to Nanette. Mark offered to buy Nanette's dog and take her on a walk to find a dead body.	Mark Pritcell and Naneta Pritcey were walking home in California when they were attacked by a killer ghost. Mark had seen a little girl and was concerned that he might get killed too. Naneta had been a police detective and thought that he would do the same as she had. However, something changed when they passed the graveyard. Mark thought the girl might be a ghost, and Nannette agreed that it might be.	Nanette was left on her own and she walked for days. She found her father's body, buried deep inside a small hollow in the forest. A few days after that, she found a dead squirrel, too.	They found the girl in her coffin. It was very, very cold.	ppl	rank	13	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c547380c068d7e6fd9210e	0001d29799--61c53dfb8a7e2d04d1b13439	0001d29799--61c547380c068d7e6fd9210e	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:06:16.210
Michael Michael's parents have been missing for two years. His sister Jane, who lives with her parents, was murdered when she was twelve years old. She was found in a wooded area and badly beaten. Her parents have not been heard from since. When Michael Michael was twelve, his father, Michael, got himself arrested for murder. Two years later, the police discovered that he had been using Michael Michael as a living breathing test subject for his experiments.	Michael and Jane were living together on an alien world when they were captured by a race of giant green aliens called the B.R.G.S. They have been living with them for a long time but have never seen them before. After some time they had grown quite fond of the BRSG but were soon attacked by their leader, The Green-Eyed Monster (GEM). They were able to save each other.	A man is about to go on trial for a crime he didn't commit.	The B.O.M. is destroyed and the planet is safe for the next generation.	ppl	rank	40	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c547397e95a17f1f8c07ae	0001d29799--61c53dfb8a7e2d04d1b13454	0001d29799--61c547397e95a17f1f8c07ae	ee2f754ee6655596a0885d6894a845cb	APPROVED	2021-12-24T04:06:17.830
When Nanette was a child, her father and stepmother were killed in a horrific car accident. They were buried in a shallow grave and she was left to raise her brother and sister. One day, a new neighbor named Mark Prentchard showed up at her home and introduced himself to Nanette. Mark offered to buy Nanette's dog and take her on a walk to find a dead body.	Mark Pritcell and Naneta Pritcey were walking home in California when they were attacked by a killer ghost. Mark had seen a little girl and was concerned that he might get killed too. Naneta had been a police detective and thought that he would do the same as she had. However, something changed when they passed the graveyard. Mark thought the girl might be a ghost, and Nannette agreed that it might be.	Nanette was left on her own and she walked for days. She found her father's body, buried deep inside a small hollow in the forest. A few days after that, she found a dead squirrel, too.	They found the girl in her coffin. It was very, very cold.	ppl	rank	13	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c5473b74aec512095b0c96	0001d29799--61c53dfb8a7e2d04d1b13439	0001d29799--61c5473b74aec512095b0c96	fcde1ebc05bc9a70de0a9582b327efa1	APPROVED	2021-12-24T04:06:19.740
When Nanette was a child, her father and stepmother were killed in a horrific car accident. They were buried in a shallow grave and she was left to raise her brother and sister. One day, a new neighbor named Mark Prentchard showed up at her home and introduced himself to Nanette. Mark offered to buy Nanette's dog and take her on a walk to find a dead body.	Mark Pritcell and Naneta Pritcey were walking home in California when they were attacked by a killer ghost. Mark had seen a little girl and was concerned that he might get killed too. Naneta had been a police detective and thought that he would do the same as she had. However, something changed when they passed the graveyard. Mark thought the girl might be a ghost, and Nannette agreed that it might be.	Nanette was left on her own and she walked for days. She found her father's body, buried deep inside a small hollow in the forest. A few days after that, she found a dead squirrel, too.	They found the girl in her coffin. It was very, very cold.	ppl	rank	13	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54740333f4371ec38753c	0001d29799--61c53dfb8a7e2d04d1b13439	0001d29799--61c54740333f4371ec38753c	f3b8f6f60d7ff7931950a6bcb8b3b4ae	APPROVED	2021-12-24T04:06:24.462
In the last weeks, in the city of Lisboa, in Portugal, an old friend of Jose Gomes goes to jail for a big crime, and his family doesn't know yet that he will be there for a very long time. During the last days of the trial, his son Jose comes to Lisbon, and a friendship between them grows, because Jose is a drug addict, and the father is afraid for his son.	After selling cocaine on the street, the drug kingpin Jose Gomes, known by his street name of 'El Loco', returns home to his family to find that he is being robbed of everything he owns. To make up for what he has lost, he decides to sell his girlfriend, the beautiful, talented singer Luiz Fazenda, on the side.	After a while, Jose has to be back. But the trial was over in a few hours, and after the final sentence, his family didn't see him again.	In the end, El Loco has to sell Luiz. He is desperate to make enough to save himself, and she is the only one who can buy back his life.	random	rank	28	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c547422ee533423f88905d	0001d29799--61c53dfb8a7e2d04d1b134ac	0001d29799--61c547422ee533423f88905d	f945ca556b401ee77b8bc31ef1d17f09	APPROVED	2021-12-24T04:06:26.881
In the last weeks, in the city of Lisboa, in Portugal, an old friend of Jose Gomes goes to jail for a big crime, and his family doesn't know yet that he will be there for a very long time. During the last days of the trial, his son Jose comes to Lisbon, and a friendship between them grows, because Jose is a drug addict, and the father is afraid for his son.	After selling cocaine on the street, the drug kingpin Jose Gomes, known by his street name of 'El Loco', returns home to his family to find that he is being robbed of everything he owns. To make up for what he has lost, he decides to sell his girlfriend, the beautiful, talented singer Luiz Fazenda, on the side.	After a while, Jose has to be back. But the trial was over in a few hours, and after the final sentence, his family didn't see him again.	In the end, El Loco has to sell Luiz. He is desperate to make enough to save himself, and she is the only one who can buy back his life.	random	rank	28	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54742cb0a6839084a8358	0001d29799--61c53dfb8a7e2d04d1b134ac	0001d29799--61c54742cb0a6839084a8358	ee893a36d90b44e78e9bc99a4184f7b1	APPROVED	2021-12-24T04:06:26.088
In the last weeks, in the city of Lisboa, in Portugal, an old friend of Jose Gomes goes to jail for a big crime, and his family doesn't know yet that he will be there for a very long time. During the last days of the trial, his son Jose comes to Lisbon, and a friendship between them grows, because Jose is a drug addict, and the father is afraid for his son.	After selling cocaine on the street, the drug kingpin Jose Gomes, known by his street name of 'El Loco', returns home to his family to find that he is being robbed of everything he owns. To make up for what he has lost, he decides to sell his girlfriend, the beautiful, talented singer Luiz Fazenda, on the side.	After a while, Jose has to be back. But the trial was over in a few hours, and after the final sentence, his family didn't see him again.	In the end, El Loco has to sell Luiz. He is desperate to make enough to save himself, and she is the only one who can buy back his life.	random	rank	28	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c547496382b60935bceb27	0001d29799--61c53dfb8a7e2d04d1b134ac	0001d29799--61c547496382b60935bceb27	ed4fadc6181e2369afec76ba60f26b3c	APPROVED	2021-12-24T04:06:33.974
"Joe was supposed to be in Michigan the next day to pick up Rochelle from school. He found that out only after he'd gotten home. The two of them were on the phone together for nearly five minutes when Rochelle's mother interrupted the conversation. The mother told Joe that Rochelle was in school, but she couldn't tell him exactly when. ""Rochelle's father and her older sister went with her to the school."" Joe and Rochel had a good relationship."	There were three women working on a job site near the airport. One was Joe, the one in charge, and the two others were Rochelle, his secretary, and a young woman who had been hired to look after him. Joe had been laid off from his previous job and his wife had just found out that he had been diagnosed with a terminal illness. She had suggested that they find a way of keeping him employed for the next few days so that he could see his family and friends.	She goes home, and she's all alone.	In the end, he is back at work, and Rochelle is still at the office.	random	rank	36	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c547501d02ba772dd9daa6	0001d29799--61c53dfb8a7e2d04d1b134b4	0001d29799--61c547501d02ba772dd9daa6	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:06:40.137
"Joe was supposed to be in Michigan the next day to pick up Rochelle from school. He found that out only after he'd gotten home. The two of them were on the phone together for nearly five minutes when Rochelle's mother interrupted the conversation. The mother told Joe that Rochelle was in school, but she couldn't tell him exactly when. ""Rochelle's father and her older sister went with her to the school."" Joe and Rochel had a good relationship."	There were three women working on a job site near the airport. One was Joe, the one in charge, and the two others were Rochelle, his secretary, and a young woman who had been hired to look after him. Joe had been laid off from his previous job and his wife had just found out that he had been diagnosed with a terminal illness. She had suggested that they find a way of keeping him employed for the next few days so that he could see his family and friends.	She goes home, and she's all alone.	In the end, he is back at work, and Rochelle is still at the office.	random	rank	36	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54752c9669413a5cbcb3f	0001d29799--61c53dfb8a7e2d04d1b134b4	0001d29799--61c54752c9669413a5cbcb3f	f8355b9c44701b88228ceb93c3935964	APPROVED	2021-12-24T04:06:42.983
"Joe was supposed to be in Michigan the next day to pick up Rochelle from school. He found that out only after he'd gotten home. The two of them were on the phone together for nearly five minutes when Rochelle's mother interrupted the conversation. The mother told Joe that Rochelle was in school, but she couldn't tell him exactly when. ""Rochelle's father and her older sister went with her to the school."" Joe and Rochel had a good relationship."	There were three women working on a job site near the airport. One was Joe, the one in charge, and the two others were Rochelle, his secretary, and a young woman who had been hired to look after him. Joe had been laid off from his previous job and his wife had just found out that he had been diagnosed with a terminal illness. She had suggested that they find a way of keeping him employed for the next few days so that he could see his family and friends.	She goes home, and she's all alone.	In the end, he is back at work, and Rochelle is still at the office.	random	rank	36	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c5475da5f2853c32fc478f	0001d29799--61c53dfb8a7e2d04d1b134b4	0001d29799--61c5475da5f2853c32fc478f	f0d29388e43fb51bf4f303eb728f7853	APPROVED	2021-12-24T04:06:53.034
A group of men visit a Belfast hotel, each with their own private stories to tell. They are led by a woman named Cheryl. Patrick is a young man who is looking for a wife, but is told that Cheryl is the one he's looking for. He and his friends soon become enthralled in Cheryl's world of intrigue, lies, lust, and mystery. But what they don't know is that there is something more at play here...	A group of high school students from the south of Ireland make their way to Belfast, Northern Ireland to attend an annual summer camp. Their camp is interrupted by the discovery of a strange woman on the outskirts of the camp who is in the process of being transformed into a woman. She is then attacked by her attacker, who is revealed to be Patrick John McGarry.	The last of us are the first to die. It's a simple, cruel truth.	The end, and what a finale it is!	rank	nsp	21	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c5476002cd844e1e29a5ba	0001d29799--61c53dfb8a7e2d04d1b13473	0001d29799--61c5476002cd844e1e29a5ba	ec78c14ec8a1b3cedef1e2fcd39292c5	APPROVED	2021-12-24T04:06:56.896
A group of men visit a Belfast hotel, each with their own private stories to tell. They are led by a woman named Cheryl. Patrick is a young man who is looking for a wife, but is told that Cheryl is the one he's looking for. He and his friends soon become enthralled in Cheryl's world of intrigue, lies, lust, and mystery. But what they don't know is that there is something more at play here...	A group of high school students from the south of Ireland make their way to Belfast, Northern Ireland to attend an annual summer camp. Their camp is interrupted by the discovery of a strange woman on the outskirts of the camp who is in the process of being transformed into a woman. She is then attacked by her attacker, who is revealed to be Patrick John McGarry.	The last of us are the first to die. It's a simple, cruel truth.	The end, and what a finale it is!	rank	nsp	21	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c5476537f4ac13d1ae34d7	0001d29799--61c53dfb8a7e2d04d1b13473	0001d29799--61c5476537f4ac13d1ae34d7	ec13881f6e0cfce4246f74fa8480926b	APPROVED	2021-12-24T04:07:01.472
A group of men visit a Belfast hotel, each with their own private stories to tell. They are led by a woman named Cheryl. Patrick is a young man who is looking for a wife, but is told that Cheryl is the one he's looking for. He and his friends soon become enthralled in Cheryl's world of intrigue, lies, lust, and mystery. But what they don't know is that there is something more at play here...	A group of high school students from the south of Ireland make their way to Belfast, Northern Ireland to attend an annual summer camp. Their camp is interrupted by the discovery of a strange woman on the outskirts of the camp who is in the process of being transformed into a woman. She is then attacked by her attacker, who is revealed to be Patrick John McGarry.	The last of us are the first to die. It's a simple, cruel truth.	The end, and what a finale it is!	rank	nsp	21	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54767f0b1944f82f0fb04	0001d29799--61c53dfb8a7e2d04d1b13473	0001d29799--61c54767f0b1944f82f0fb04	f8cf396197bb28a5979734cf837dc249	APPROVED	2021-12-24T04:07:03.050
"It is the year 2062 on Earth. A plague known as the Chernobyl Effect"" has affected the population, making them susceptible to any kind of radiation. The most dangerous kind of the radiation is called ""neutrino radiation"". It is an extremely small, extremely powerful particle that can only be detected when it strikes the Earth's atmosphere."" The main characters (Mason Davis and his wife Zelena)"	The world of South Sudan is a place of war and genocide. The world of The Walking Dead is a land where the living are not safe and the dead come back to life. Mason Davis is the only man who can find out how all these events will affect his life and his future. And when he finds out, the Walking Dead will change. What follows is a tale of a man, his family and their quest to survive in the post-apocalyptic world of a zombie apocalypse.	A new kind of apocalypse is coming. It is a global catastrophe, a pandemic that causes all living beings on Earth to go insane. It kills all life on the planet except for the humans.	When the world is falling apart, there's one man who gets to survive.	rank	random	42	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54769b5c5cf70e16b5e70	0001d29799--61c53dfb8a7e2d04d1b134ba	0001d29799--61c54769b5c5cf70e16b5e70	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:07:05.966
The time has come. The day of destiny. For Jude and her sister Julia, it is now. Julia, the oldest of their two sisters, is the only one of the three to be born in a stable marriage. A fact that does not sit well with the two. The other two are living happily in the countryside, with their two dogs, and Jude's two sons, both of whom are older than her, but still relatively young.	In Rome, Jude and his brother Julia are on a date at the opera. They've just witnessed the spectacular escape of the most notorious criminal in the galaxy. Julia is terrified of him and can't stop worrying about what he might do next. She keeps a journal that she keeps under her bed. Jude, meanwhile, spends most of his time on the internet reading stories about dangerous men.	She's just going to live in a cabin on the hill and have nothing to do all day but think about the future!	After a few weeks, Jude started to get really depressed. One day he decided to kill himself. He went online and downloaded an app to help him do it.	random	rank	22	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c5476a4c56523b1e7aa495	0001d29799--61c53dfb8a7e2d04d1b134a6	0001d29799--61c5476a4c56523b1e7aa495	e8b79927dd9b11cf753c6a37d3338585	APPROVED	2021-12-24T04:07:06.124
"It is the year 2062 on Earth. A plague known as the Chernobyl Effect"" has affected the population, making them susceptible to any kind of radiation. The most dangerous kind of the radiation is called ""neutrino radiation"". It is an extremely small, extremely powerful particle that can only be detected when it strikes the Earth's atmosphere."" The main characters (Mason Davis and his wife Zelena)"	The world of South Sudan is a place of war and genocide. The world of The Walking Dead is a land where the living are not safe and the dead come back to life. Mason Davis is the only man who can find out how all these events will affect his life and his future. And when he finds out, the Walking Dead will change. What follows is a tale of a man, his family and their quest to survive in the post-apocalyptic world of a zombie apocalypse.	A new kind of apocalypse is coming. It is a global catastrophe, a pandemic that causes all living beings on Earth to go insane. It kills all life on the planet except for the humans.	When the world is falling apart, there's one man who gets to survive.	rank	random	42	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c5476e417de802750399f7	0001d29799--61c53dfb8a7e2d04d1b134ba	0001d29799--61c5476e417de802750399f7	fc1c3ebc4e89e40d13be35849d5bc7d6	APPROVED	2021-12-24T04:07:10.157
