INPUT:story	INPUT:system	INPUT:content_plan_id	OUTPUT:category	GOLDEN:category	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Tom wanted to be a doctor. He decided to go to a local college. He made a lot of money. After months of hard work, he was able to get a job. Eventually, tom was able to get a job.	plan-and-write	8	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d01b1874329811d59e0	dd58b744-34e3-41db-aeca-f11076bf2d08	0001ec48ec--62296d01b1874329811d59e0	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:14:09.370
One of the most dangerous beings known to humans, Jose is a fierce, bloodthirsty dog who fights with the intention of killing his opponents. He is one of the few humans that can understand a dog's language, and has a very powerful psychic link to the world of the dogs. After years of living with Jose and fighting against all odds, Joan discovers that she is his daughter. But with the dog's power comes his wrath, and Jose is quick to kill. She had to live with him. They had been lovers for a long time, but she had never wanted anything more than to see him dead.	scratchplot	7	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d024fce190ebda72f04	75527626-54a3-4e95-af20-ed2acb326c67	0001ec48ec--62296d024fce190ebda72f04	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:14:10.220
Sam wanted to go to the movies. He decided to go to the movie theater. He started to see a movie. Eventually he got to see the movie. He lost his movie.	plan-and-write	39	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d059503bf6b99fd9236	eed9951c-bb9d-4aec-a21f-d0c8739f2f2b	0001ec48ec--62296d059503bf6b99fd9236	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:14:13.702
The only reason Mark Smith made it through his whole life without killing himself was because he was able to be in two places at the same time. Mark Smith was the last of his kind, the last living survivor of the original colony, the world-famous planet Earth. In his new life, Mark Smith has been living in California. He works in a restaurant, runs a small business and tries to enjoy life. A year has passed since the events of The Day the Earth Stood Still.	scratchplot	25	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d09eefaa33c9da12576	44abf425-bf49-447e-9b37-cd9b65aa98fa	0001ec48ec--62296d09eefaa33c9da12576	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:14:17.967
The first day of the New Year, Evelyn woke up in her bedroom and saw that her husband, Peter Hagan, had gone out with a woman. It was the first time in their two-year marriage that Evelyn had been out with anyone but her husband. The last time was the day she gave birth to their baby, the last time she had been alone with her thoughts, but that day, everything had changed. It was the last thing she wanted to do. She hated her job. She couldn't stand it. It had to end, but she couldn't think of a way to do it.	scratchplot	46	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d10de31052c5f314534	ade9229e-5210-46ba-85f9-0df91926d4b2	0001ec48ec--62296d10de31052c5f314534	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:14:24.639
"Batman, in the guise of a homeless man, is attacked by a crazed woman named Linda Green. As Linda fights Batman, his identity is exposed. Batman and the other heroes rush to her aid and Linda uses a special power to summon a mysterious and powerful creature from the sea called the sea monster."" The sea monster emerges from the water and attacks Batman, and Batman is forced to call upon his friends. When the heroes arrive, the sea monster appears and defeats them. The heroes and the sea creature have a battle. Batman has no choice but to sacrifice his life to destroy the sea thing. Meanwhile, Linda is taken to the asylum where her friends are waiting."	scratchplot	31	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d204a82ca09cd18e178	be648d10-6172-4788-ab72-c19e65d30950	0001ec48ec--62296d204a82ca09cd18e178	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:14:40.196
I was overweight. I decided to go to the gym. I made a lot of weight. I started to lose weight. I had a lot of weight.	plan-and-write	33	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d208900d230dbe3edcb	cb8c323b-eac0-47fd-be12-ec73e439e1d3	0001ec48ec--62296d208900d230dbe3edcb	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:14:40.867
Tom wanted to be a doctor. He decided to start working out. He worked hard for months. Eventually he was able to get a job. Tom felt much better after that.	plan-and-write	19	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d2c82605f64962a4e50	fbe366b8-0e65-4c57-8046-1c6dd9b991cd	0001ec48ec--62296d2c82605f64962a4e50	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:14:52.767
When Nanette was a child, her father and stepmother were killed in a horrific car accident. They were buried in a shallow grave and she was left to raise her brother and sister. One day, a new neighbor named Mark Prentchard showed up at her home and introduced himself to Nanette. Mark offered to buy Nanette's dog and take her on a walk to find a dead body. Nanette was left on her own and she walked for days. She found her father's body, buried deep inside a small hollow in the forest. A few days after that, she found a dead squirrel, too.	scratchplot	13	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d2e8fd2c4357eee2d19	e37dd395-b932-46f4-a856-607e260b81ce	0001ec48ec--62296d2e8fd2c4357eee2d19	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2022-03-10T03:14:54.083
I had to lose some weight. I decided to start eating healthier food. After a few months, i was able to lose weight. I started eating healthy foods. I went to the gym to get a new diet.	plan-and-write	24	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d305b075e1d27d16a63	def5d56d-a38d-451a-a728-d3cf139d470b	0001ec48ec--62296d305b075e1d27d16a63	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:14:56.809
The first day of the New Year, Evelyn woke up in her bedroom and saw that her husband, Peter Hagan, had gone out with a woman. It was the first time in their two-year marriage that Evelyn had been out with anyone but her husband. The last time was the day she gave birth to their baby, the last time she had been alone with her thoughts, but that day, everything had changed. It was the last thing she wanted to do. She hated her job. She couldn't stand it. It had to end, but she couldn't think of a way to do it.	scratchplot	46	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d4537825f2adb417863	ade9229e-5210-46ba-85f9-0df91926d4b2	0001ec48ec--62296d4537825f2adb417863	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:15:17.728
In the small Irish town of Ardbeg, two teenagers are caught up in the struggle of two warring families over the fate of the town's last mine. As the war between the families rages, both families become desperate. They turn to their young men, young women, and children, hoping for the salvation of the mine. The two teenagers, Patrick John McGaughey and Cheryl Gannon, have no choice in the matter, as their fate is decided for them at birth. The children of the families had to choose between their parents, a fate that is more than they can bear. As children, they had no choice. They had to kill their parents.	scratchplot	21	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d4c3c3d413ca065d1a1	d84ac648-5cad-46d6-b4ab-06e35393f55d	0001ec48ec--62296d4c3c3d413ca065d1a1	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:15:24.727
When Khadijah was about to go to the wedding of John H., John took her to the house of Abraham and had sex with her. He had to take an oath of chastity for Khadiyah to enter the new city called Ur of the Chaldees. Then John brought her to Jerusalem, where she fell in love with Solomon, who was a great prophet. But she was not interested in marrying him. In the beginning God created the heaven and the earth. And the earth was without form, and void; and darkness was upon the face of the deep. And God said, Let there be light; and there was light.	scratchplot	3	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d5e8900d230dbe3ef89	d5d9244a-73a9-4381-bdd2-9fdc14fdd9a7	0001ec48ec--62296d5e8900d230dbe3ef89	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:15:42.082
Tim wanted to lose weight. He decided to start eating healthier food. He started eating healthy foods. He ate a lot of weight. He was able to lose weight.	plan-and-write	41	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d645af44b5d7e550b09	19c34415-d014-4b34-a6a6-f44ac427e261	0001ec48ec--62296d645af44b5d7e550b09	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2022-03-10T03:15:48.828
The people of Fulford are convinced that an ancient city hidden deep beneath their village was built to house a great evil, the spirit from an ancient, evil god. But the people of the town, the townspeople of Fulbury, are not convinced. In fact, the people, the local community, think Tom and his twin brother, Dee, are the cause of all the disappearances and all the problems that have come to Fulbury since the beginning of time. Dee and Tom are in the middle of a battle to save their home, their family, their town and themselves.	scratchplot	16	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d81eefaa33c9da12c91	bb8ed41b-a7aa-4325-a476-5e53f097d45d	0001ec48ec--62296d81eefaa33c9da12c91	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2022-03-10T03:16:17.950
Tom was a new job at a new school. He decided to start working. He started to work hard. Eventually he was able to get a job. Tom ended up with a new job.	plan-and-write	5	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296d93818b5c5371fc5834	6087d9f5-199d-46f4-ab73-11d4cfa2b5b2	0001ec48ec--62296d93818b5c5371fc5834	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:16:35.392
I had to lose some weight. I decided to try out for a gym. I went to the gym and got a diet. I started to lose weight. I ate a lot of food.	plan-and-write	23	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296dbb655dc258c5bf3ce7	893507da-a768-49dd-a763-24fa341a839a	0001ec48ec--62296dbb655dc258c5bf3ce7	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:17:15.051
Tom wanted to be a doctor. He decided to start working out. He worked hard for months. Eventually he was able to get a job. Tom felt much better after that.	plan-and-write	19	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296ddd1315ef143e393ab0	fbe366b8-0e65-4c57-8046-1c6dd9b991cd	0001ec48ec--62296ddd1315ef143e393ab0	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:17:49.161
"A new world is dawning. The human race is becoming extinct, a plague of zombies has infected all humans and has now turned its attention on Washoe. The only known cure is the creation of a Washoe virus"" and the only known person who can create this virus is Benjamin. Brother and Sister have to save their family and find the cure before the virus can destroy them. Benjamin, in his final attempt to create the virus, has found a mysterious old man in the woods. Benjamin has a choice to make. Will he create the Washoe Virus?"	scratchplot	11	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296df0655dc258c5bf3e5e	2aaa2d79-a804-45bf-ac06-aba1b5aeb2eb	0001ec48ec--62296df0655dc258c5bf3e5e	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:18:08.128
David Pines was a handsome young man in his mid-twenties. He had a beautiful wife, Gina Miller. He was a very successful software entrepreneur and he was well-known for his philanthropy. He and Gina were living in San Mateo County, California. The day before David's death, Gina called home to tell him she had something she had to tell David. After she hung up, Gina went to the garage to get something to read to David. The last time she saw him, he had a deep gash on the side of his head that looked like a gunshot wound.	scratchplot	17	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296e0a1315ef143e393ca1	8f8dd35e-9294-4e2f-b5f8-3281d30210c0	0001ec48ec--62296e0a1315ef143e393ca1	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:18:34.071
I was overweight. I decided to start eating healthier food. I started to eat more. After a few months, i started eating healthy food. Eventually, i started eating healthy food.	plan-and-write	27	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296e1e5af44b5d7e55113f	84f7e45d-19c5-4f87-a44f-5d4a4d8944c7	0001ec48ec--62296e1e5af44b5d7e55113f	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:18:54.853
I had to lose some weight. I decided to start eating healthier food. After a few months, i was able to lose weight. I started eating healthy foods. I went to the gym to get a new diet.	plan-and-write	24	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296e3d469e045138989253	def5d56d-a38d-451a-a728-d3cf139d470b	0001ec48ec--62296e3d469e045138989253	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:19:25.930
I wanted to get a new job. I decided to go to a local coffee shop. I went to the coffee shop for months. I started to feel confident. I felt better.	plan-and-write	4	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296e43290351193d839fb8	144f8727-1e74-4464-b0c4-ea24774f3fca	0001ec48ec--62296e43290351193d839fb8	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:19:31.251
I had to lose some weight. I decided to try out for a gym. I went to the gym and got a diet. I started to lose weight. I ate a lot of food.	plan-and-write	23	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296e619223e2714bd2074f	893507da-a768-49dd-a763-24fa341a839a	0001ec48ec--62296e619223e2714bd2074f	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:20:01.577
Joe and Polly are on board ship when they are summoned for a meeting of a company with a mission of world wide expansion. They are asked to help to establish a new production site in the south-west of Australia. This project is a joint venture between a company in the US and the Australian company. The company has chosen Polly as the production manager and Joe as the project manager and they are to be joined by a young Australian engineer. Polly and Joe find themselves faced with a complex problem that is not easily solved by traditional methods. As they begin to investigate and solve the problem they will face a number of challenges that they have never encountered before.	scratchplot	29	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296e7c5b075e1d27d17437	1c931e2f-f278-4be4-964d-9606eb4312e1	0001ec48ec--62296e7c5b075e1d27d17437	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:20:28.770
"In this world, Karl, a poor man, becomes a vagabond and lives in the subterranean city of the Black Forest. The city is controlled by the Black Prince,"" a ruthless dictator. Karl's main purpose in life is to get to the surface so he can meet a girl named Catherine. As Karl walks the streets, he notices how people are very friendly and have a strong sense of community. Karl is forced to confront the reality of the world he was born into. As a result, he finds himself in a life-and-death struggle against a despotic regime."	scratchplot	35	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296e815af44b5d7e551512	09740192-b497-461d-b1d5-5e2256867dbe	0001ec48ec--62296e815af44b5d7e551512	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:20:33.205
On the night of June 5th, 1941 Jose and his sister Dorothy were on the way to Lisbon to spend a few days with the family in the house of their friend, João de Jesus Ferreira. After a few hours of sleeping, José suddenly woke up in the middle of the night with a start. He was unable to stand and started crawling towards his mother and sister. His sister, Dorothy, tried to pull him back down to the floor. After a few more moments of confusion, the two adults found themselves on the floor, both motionless. Jose's body was still motionless and he could not move.	scratchplot	8	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296e900e2afb762e7a2a7c	893ad6fe-3e73-4606-adeb-82de00797a29	0001ec48ec--62296e900e2afb762e7a2a7c	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:20:48.208
The first day of the New Year, Evelyn woke up in her bedroom and saw that her husband, Peter Hagan, had gone out with a woman. It was the first time in their two-year marriage that Evelyn had been out with anyone but her husband. The last time was the day she gave birth to their baby, the last time she had been alone with her thoughts, but that day, everything had changed. It was the last thing she wanted to do. She hated her job. She couldn't stand it. It had to end, but she couldn't think of a way to do it.	scratchplot	46	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296ea5a9ea9b57ccc70598	ade9229e-5210-46ba-85f9-0df91926d4b2	0001ec48ec--62296ea5a9ea9b57ccc70598	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:21:09.273
David Pines was a handsome young man in his mid-twenties. He had a beautiful wife, Gina Miller. He was a very successful software entrepreneur and he was well-known for his philanthropy. He and Gina were living in San Mateo County, California. The day before David's death, Gina called home to tell him she had something she had to tell David. After she hung up, Gina went to the garage to get something to read to David. The last time she saw him, he had a deep gash on the side of his head that looked like a gunshot wound.	scratchplot	17	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296ec8c72a824e5bb496f5	8f8dd35e-9294-4e2f-b5f8-3281d30210c0	0001ec48ec--62296ec8c72a824e5bb496f5	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:21:44.163
I wanted to get a new car. I decided to buy a new car. I bought a new car. I spent the entire weekend driving. I had a great time.	plan-and-write	6	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296ec9655dc258c5bf44f4	2032ee3b-8c2a-4098-93f4-2b6dffd40e7e	0001ec48ec--62296ec9655dc258c5bf44f4	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:21:45.696
"A new world is dawning. The human race is becoming extinct, a plague of zombies has infected all humans and has now turned its attention on Washoe. The only known cure is the creation of a Washoe virus"" and the only known person who can create this virus is Benjamin. Brother and Sister have to save their family and find the cure before the virus can destroy them. Benjamin, in his final attempt to create the virus, has found a mysterious old man in the woods. Benjamin has a choice to make. Will he create the Washoe Virus?"	scratchplot	11	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296ed30e2afb762e7a2d51	2aaa2d79-a804-45bf-ac06-aba1b5aeb2eb	0001ec48ec--62296ed30e2afb762e7a2d51	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:21:55.755
Tom wanted to lose weight. He decided to try out for a big weight loss. He started to lose weight. He exercised for a while. He eventually lost ten pounds.	plan-and-write	31	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296ee082605f64962a5aff	c41ec782-f7b8-4d6c-984d-0f843ea01a86	0001ec48ec--62296ee082605f64962a5aff	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:22:08.138
He's a boy. It's not his fault. The Boy is a boy of the countryside who lives with his mother, his sister, and his pet pig. One night, William comes home, but the house is empty. He walks outside and sees the Queen. She's dressed in the royal regalia and she's wearing a mask. She asks the boy to find out who is in the house. The Boy runs upstairs to look under his bed. In the end, the boy discovers that the Queen is actually the Devil.	scratchplot	30	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296ef937825f2adb419d2d	a6d1bb5a-6eb9-47c5-b891-843af7bc930c	0001ec48ec--62296ef937825f2adb419d2d	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:22:33.267
Tom was trying to lose weight. He decided to start exercising. He started to gain weight. Eventually he started exercising. Tom was able to lose weight.	plan-and-write	12	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f124fce190ebda746b0	281a05a1-9f15-40ad-9f25-c749b4493b4b	0001ec48ec--62296f124fce190ebda746b0	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:22:58.377
Tom was feeling sick. He decided to go to a gym. He started to lose weight. Eventually he did a lot of weight. Tom felt much better.	plan-and-write	47	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f1bc0012a219dd0c970	f7985437-e012-4361-b5dc-03ffd7568ba2	0001ec48ec--62296f1bc0012a219dd0c970	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:23:07.740
It was a beautiful day. Adolf Hitler was having a picnic with his favorite granddaughter, Nestora. The two of them were walking through the woods when they encountered a young woman. The woman was a maid, who was waiting for the master of the house to come out. Adolf, his granddaughter, and the maid walked into a house. The house belonged to a wealthy merchant. When Adolf and Nestor went into the kitchen, they saw a woman cooking dinner. At the dinner table, Adolf looked up at the ceiling. He turned and saw the dark face of his granddaughter. He was horrified. He ran out of the room and locked the door.	scratchplot	14	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f1fc1b181656241e0ea	dd61444c-fce0-43fa-8df2-511aac23a3a1	0001ec48ec--62296f1fc1b181656241e0ea	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:23:11.955
I had a lot of weight. I decided to try out for a gym. I started to lose weight. I started exercising for months. I lost weight.	plan-and-write	28	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f3970049e12fcd3bde3	c8f4271d-3a45-4ad5-b7ca-36db935bdcca	0001ec48ec--62296f3970049e12fcd3bde3	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:23:37.363
Tom was a new job at a new school. He decided to start working. He started to work hard. Eventually he was able to get a job. Tom ended up with a new job.	plan-and-write	5	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f499223e2714bd20f4a	6087d9f5-199d-46f4-ab73-11d4cfa2b5b2	0001ec48ec--62296f499223e2714bd20f4a	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:23:53.761
David Pines was a handsome young man in his mid-twenties. He had a beautiful wife, Gina Miller. He was a very successful software entrepreneur and he was well-known for his philanthropy. He and Gina were living in San Mateo County, California. The day before David's death, Gina called home to tell him she had something she had to tell David. After she hung up, Gina went to the garage to get something to read to David. The last time she saw him, he had a deep gash on the side of his head that looked like a gunshot wound.	scratchplot	17	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f53839fdc6ec42a70ab	8f8dd35e-9294-4e2f-b5f8-3281d30210c0	0001ec48ec--62296f53839fdc6ec42a70ab	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:24:03.695
I wanted to get a new job. I decided to get a job. I started looking for a job. I worked hard for months. Eventually i got a job.	plan-and-write	10	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f6a1315ef143e394bd9	f6eff789-3813-44b3-ab11-f2baedb00df1	0001ec48ec--62296f6a1315ef143e394bd9	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:24:26.702
A young girl in the year 2030 wakes up one morning to find herself transported to the year 1985. When she gets to the present day she meets William John, a man who claims to be a vampire. William John offers her the chance to join him on a journey into a world of crime. The young girl, Eileen, joins William John's quest to become a vampire hunter and learns about life in a world where humans are considered the only thing to fear. Eileen became a vampire, which was a step down for her. It meant she had to work for money, and she had no time to think about what her life would be like if she didn't become one.	scratchplot	41	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f6d9df18e30cf1abd9e	b05591b6-f524-4486-a82f-393479ec07ec	0001ec48ec--62296f6d9df18e30cf1abd9e	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:24:29.277
I had a lot of weight. I decided to try out for a gym. I started to lose weight. I started exercising for months. I lost weight.	plan-and-write	28	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f82c1b181656241e310	c8f4271d-3a45-4ad5-b7ca-36db935bdcca	0001ec48ec--62296f82c1b181656241e310	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:24:50.904
I was overweight. I decided to go to the gym. I made a lot of weight. I started to lose weight. I had a lot of weight.	plan-and-write	33	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f8b5b075e1d27d17d03	cb8c323b-eac0-47fd-be12-ec73e439e1d3	0001ec48ec--62296f8b5b075e1d27d17d03	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:24:59.639
The only reason Mark Smith made it through his whole life without killing himself was because he was able to be in two places at the same time. Mark Smith was the last of his kind, the last living survivor of the original colony, the world-famous planet Earth. In his new life, Mark Smith has been living in California. He works in a restaurant, runs a small business and tries to enjoy life. A year has passed since the events of The Day the Earth Stood Still.	scratchplot	25	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f8fc72a824e5bb4a380	44abf425-bf49-447e-9b37-cd9b65aa98fa	0001ec48ec--62296f8fc72a824e5bb4a380	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:25:03.226
He's a boy. It's not his fault. The Boy is a boy of the countryside who lives with his mother, his sister, and his pet pig. One night, William comes home, but the house is empty. He walks outside and sees the Queen. She's dressed in the royal regalia and she's wearing a mask. She asks the boy to find out who is in the house. The Boy runs upstairs to look under his bed. In the end, the boy discovers that the Queen is actually the Devil.	scratchplot	30	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296f95839fdc6ec42a7450	a6d1bb5a-6eb9-47c5-b891-843af7bc930c	0001ec48ec--62296f95839fdc6ec42a7450	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:25:09.066
In the year 2350 William and his son Catherine, accompanied by their daughter Emily, left their home in Bristol for an expedition to the coast of the United States. When Catherine fell ill with dysentery and William became ill with a case of typhoid fever, the family made a hurried departure, leaving Catherine in charge. After a time they reached a town called Houlton, where William, sickened with dysentary, lost the power of speech and could barely walk. When they came to the edge of the town, Catherine gave them directions to a house that was on the edge, but she could not speak. They began to walk down the road that led to the town.	scratchplot	15	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296faede31052c5f315c16	9be12109-7411-4b80-bf96-2a654258c5ba	0001ec48ec--62296faede31052c5f315c16	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:25:34.241
"A new world is dawning. The human race is becoming extinct, a plague of zombies has infected all humans and has now turned its attention on Washoe. The only known cure is the creation of a Washoe virus"" and the only known person who can create this virus is Benjamin. Brother and Sister have to save their family and find the cure before the virus can destroy them. Benjamin, in his final attempt to create the virus, has found a mysterious old man in the woods. Benjamin has a choice to make. Will he create the Washoe Virus?"	scratchplot	11	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296fb0ded1f01d1bed9b63	2aaa2d79-a804-45bf-ac06-aba1b5aeb2eb	0001ec48ec--62296fb0ded1f01d1bed9b63	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:25:36.819
The only reason Mark Smith made it through his whole life without killing himself was because he was able to be in two places at the same time. Mark Smith was the last of his kind, the last living survivor of the original colony, the world-famous planet Earth. In his new life, Mark Smith has been living in California. He works in a restaurant, runs a small business and tries to enjoy life. A year has passed since the events of The Day the Earth Stood Still.	scratchplot	25	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296fd937825f2adb41ae1c	44abf425-bf49-447e-9b37-cd9b65aa98fa	0001ec48ec--62296fd937825f2adb41ae1c	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:26:17.032
I decided to lose weight and lose weight. I started eating healthy foods. I went to the gym. I exercised for a while. I lost weight.	plan-and-write	25	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296fe69df18e30cf1ac1a1	3028e34f-4813-4fa1-a71c-c008aca25cab	0001ec48ec--62296fe69df18e30cf1ac1a1	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:26:30.381
Tom was trying to lose weight. He decided to start exercising. He started to gain weight. Eventually he started exercising. Tom was able to lose weight.	plan-and-write	12	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296ffac72a824e5bb4b003	281a05a1-9f15-40ad-9f25-c749b4493b4b	0001ec48ec--62296ffac72a824e5bb4b003	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:26:50.227
Michael Michael's parents have been missing for two years. His sister Jane, who lives with her parents, was murdered when she was twelve years old. She was found in a wooded area and badly beaten. Her parents have not been heard from since. When Michael Michael was twelve, his father, Michael, got himself arrested for murder. Two years later, the police discovered that he had been using Michael Michael as a living breathing test subject for his experiments. A man is about to go on trial for a crime he didn't commit.	scratchplot	40	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--6229700f0e2afb762e7a3d80	62eb6625-5316-4113-a257-f03076d7532d	0001ec48ec--6229700f0e2afb762e7a3d80	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:27:11.914
Tom wanted to be a doctor. He decided to go to a nearby college. He took a few months. Eventually he was able to get a job. Tom ended up getting a job.	plan-and-write	48	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62297016ded1f01d1beda055	876eb63e-1df9-4c8a-9fdb-ec3e773b2893	0001ec48ec--62297016ded1f01d1beda055	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:27:18.946
One of the most dangerous beings known to humans, Jose is a fierce, bloodthirsty dog who fights with the intention of killing his opponents. He is one of the few humans that can understand a dog's language, and has a very powerful psychic link to the world of the dogs. After years of living with Jose and fighting against all odds, Joan discovers that she is his daughter. But with the dog's power comes his wrath, and Jose is quick to kill. She had to live with him. They had been lovers for a long time, but she had never wanted anything more than to see him dead.	scratchplot	7	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--6229703dcffc872118cffb0b	75527626-54a3-4e95-af20-ed2acb326c67	0001ec48ec--6229703dcffc872118cffb0b	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:27:57.609
