[ID]	[KEY/ABSTRACT]	[KEYWORDS]	[DISCOURSE (T/I/B/C)]	[NUM_PARAGRAPHS]	[PARAGRAPH]	[PREVIOUS_PARAGRAPH]
plot-27_4	K	b'batman &amp; robin (film)'[SEP]wayne enterprises funded woodrue[SEP]turn serial killer antonio diego[SEP]bruce eventually convinces dick[SEP]press conference interrupted[SEP]wayne enterprises presents[SEP]originally dr victor fries[SEP]eventually cut woodrue \'[SEP]deranged dr jason woodrue[SEP]kills two security guards[SEP]botanist dr pamela isley	C	5	Batman, Robin, and Batgirl decide to go after Freeze together. By the time they find Freeze and Bane, however, Gotham is completely frozen. Bane attacks Batgirl and Robin, but they eventually defeat him by detaching his Venom tubes, halting the flow of Venom to his body. Batman defeats Freeze in combat, while Batgirl and Robin manage to thaw the city. Batman shows Freeze a recording of Ivy during her fight with Batgirl, who had informed the latter that she killed Freeze\'s wife. However, Batman tells Freeze that his wife is still alive, in cryogenic slumber, before moving to Arkham Asylum, waiting for Freeze to finish his research. Batman then asks Freeze for the cure he has created for MacGregor\'s Syndrome to administer to Alfred. Freeze atones for his crimes by giving him the medicine. Ivy is imprisoned in Arkham Asylum, with a vengeful Freeze as her cellmate. Alfred is cured, and everyone agrees to let Barbara stay at Wayne Manor and fight crime with them.'	Friction arises between Batman and Robin because Ivy seduces Robin, but Bruce eventually convinces Dick to trust him. Ivy is able to contact Robin once more, kissing him but failing to kill him, as Robin is wearing rubber lips. Meanwhile, Barbara discovers the Batcave, where an AI version of Alfred reveals he has made Barbara her own suit. Barbara dons the suit and becomes Batgirl. Ivy captures Robin, Batman rescues him, and Batgirl arrives to subdue Ivy before revealing her identity to the pair.
plot-28_0	K	b'bubblegum crisis'[SEP]x94artificial cybernetic life forms[SEP]second great kanto earthquake[SEP]split tokyo geographically[SEP]become deadly instruments[SEP]insufficient budget .'[SEP]series \' themes	I	1	<o> b'The series begins in late 2032, seven years after the Second Great Kanto earthquake has split Tokyo geographically and culturally in two. During the first episode, disparities in wealth are shown to be more pronounced than in previous periods in post-war Japan. The main adversary is Genom, a megacorporation with immense power and global influence. Its main product are boomers\xe2\x80\x94artificial cybernetic life forms that are usually in the form of humans, with most of their bodies being machine; also known as "cyberoids". While Boomers are intended to serve mankind, they become deadly instruments in the hands of ruthless individuals. The AD Police (Advanced Police) are tasked to deal with Boomer-related crimes. One of the series\' themes is the inability of the department to deal with threats due to political infighting, red tape, and an insufficient budget.'	NA
plot-29_0	K	b'chariots of fire'[SEP]national athletic pride make headlines around[SEP]heavily favoured united states runners[SEP]various national running competitions[SEP]british team returns home triumphant[SEP]american coach remarks dismissively[SEP]nigel havers ), aubrey montague[SEP]christian convictions prevent[SEP]abrahams \' cambridge friends[SEP]scottish missionary parents[SEP]liddell accidentally misses	I	5	b'In 1919, Harold Abrahams (Ben Cross) enters the University of Cambridge, where he experiences anti-Semitism from the staff, but enjoys participating in the Gilbert and Sullivan club. He becomes the first person ever to complete the Trinity Great Court Run, running around the college courtyard in the time it takes for the clock to strike 12, and achieves an undefeated string of victories in various national running competitions. Although focused on his running, he falls in love with Sybil (Alice Krige), a leading Gilbert and Sullivan soprano.	NA
plot-29_1	K	b'chariots of fire'[SEP]national athletic pride make headlines around[SEP]heavily favoured united states runners[SEP]various national running competitions[SEP]british team returns home triumphant[SEP]american coach remarks dismissively[SEP]nigel havers ), aubrey montague[SEP]christian convictions prevent[SEP]abrahams \' cambridge friends[SEP]scottish missionary parents[SEP]liddell accidentally misses	B	5	Eric Liddell (Ian Charleson), born in China of Scottish missionary parents, is in Scotland. His devout sister Jennie (Cheryl Campbell) disapproves of Liddell\'s plans to pursue competitive running, but Liddell sees running as a way of glorifying God before returning to China to work as a missionary.	b'In 1919, Harold Abrahams (Ben Cross) enters the University of Cambridge, where he experiences anti-Semitism from the staff, but enjoys participating in the Gilbert and Sullivan club. He becomes the first person ever to complete the Trinity Great Court Run, running around the college courtyard in the time it takes for the clock to strike 12, and achieves an undefeated string of victories in various national running competitions. Although focused on his running, he falls in love with Sybil (Alice Krige), a leading Gilbert and Sullivan soprano.
plot-29_2	K	b'chariots of fire'[SEP]national athletic pride make headlines around[SEP]heavily favoured united states runners[SEP]various national running competitions[SEP]british team returns home triumphant[SEP]american coach remarks dismissively[SEP]nigel havers ), aubrey montague[SEP]christian convictions prevent[SEP]abrahams \' cambridge friends[SEP]scottish missionary parents[SEP]liddell accidentally misses	B	5	When they first race against each other, Liddell beats Abrahams. Abrahams takes it poorly, but Sam Mussabini (Ian Holm), a professional trainer whom he had approached earlier, offers to take him on to improve his technique. This attracts criticism from the Cambridge college masters (John Gielgud and Lindsay Anderson), who allege it is not gentlemanly for an amateur to "play the tradesman" by employing a professional coach. Abrahams dismisses this concern, interpreting it as cover for anti-Semitic and class-based prejudice.	Eric Liddell (Ian Charleson), born in China of Scottish missionary parents, is in Scotland. His devout sister Jennie (Cheryl Campbell) disapproves of Liddell\'s plans to pursue competitive running, but Liddell sees running as a way of glorifying God before returning to China to work as a missionary.
plot-29_3	K	b'chariots of fire'[SEP]national athletic pride make headlines around[SEP]heavily favoured united states runners[SEP]various national running competitions[SEP]british team returns home triumphant[SEP]american coach remarks dismissively[SEP]nigel havers ), aubrey montague[SEP]christian convictions prevent[SEP]abrahams \' cambridge friends[SEP]scottish missionary parents[SEP]liddell accidentally misses	B	5	When Liddell accidentally misses a church prayer meeting because of his running, his sister Jennie upbraids him and accuses him of no longer caring about God. Eric tells her that though he intends to return eventually to the China mission, he feels divinely inspired when running, and that not to run would be to dishonour God, saying "I believe that God made me for a purpose. But He also made me fast, and when I run, I feel His pleasure".	When they first race against each other, Liddell beats Abrahams. Abrahams takes it poorly, but Sam Mussabini (Ian Holm), a professional trainer whom he had approached earlier, offers to take him on to improve his technique. This attracts criticism from the Cambridge college masters (John Gielgud and Lindsay Anderson), who allege it is not gentlemanly for an amateur to "play the tradesman" by employing a professional coach. Abrahams dismisses this concern, interpreting it as cover for anti-Semitic and class-based prejudice.
plot-29_4	K	b'chariots of fire'[SEP]national athletic pride make headlines around[SEP]heavily favoured united states runners[SEP]various national running competitions[SEP]british team returns home triumphant[SEP]american coach remarks dismissively[SEP]nigel havers ), aubrey montague[SEP]christian convictions prevent[SEP]abrahams \' cambridge friends[SEP]scottish missionary parents[SEP]liddell accidentally misses	C	5	The two athletes, after years of training and racing, are accepted to represent Great Britain in the 1924 Olympics in Paris. Also accepted are Abrahams\' Cambridge friends, Lord Andrew Lindsay (Nigel Havers), Aubrey Montague (Nicholas Farrell), and Henry Stallard (Daniel Gerroll). While boarding the boat to France for the Olympics, Liddell discovers the heats for his 100-metre race will be on a Sunday. He refuses to run the race, despite strong pressure from the Prince of Wales and the British Olympic Committee, because his Christian convictions prevent him from running on the Lord\'s Day. A solution is found thanks to Liddell\'s teammate Lindsay, who, having already won a silver medal in the 400 metres hurdles, offers to give his place in the 400-metre race on the following Thursday to Liddell, who gratefully accepts. Liddell\'s religious convictions in the face of national athletic pride make headlines around the world. Liddell delivers a sermon at the Paris Church of Scotland that Sunday, and quotes from , ending with "But they that wait upon the Lord shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint". Abrahams is badly beaten by the heavily favoured United States runners in the 200 metre race. He knows his last chance for a medal will be the 100 metres. He competes in the race, and wins. His coach Sam Mussabini, who was barred from the stadium, is overcome that the years of dedication and training have paid off with an Olympic gold medal. Now Abrahams can get on with his life and reunite with his girlfriend Sybil, whom he had neglected for the sake of running. Before Liddell\'s race, the American coach remarks dismissively to his runners that Liddell has little chance of doing well in his now, far longer, 400 metre race. But one of the American runners, Jackson Scholz, hands Liddell a note of support, quoting 1 Samuel 2:30 "He that honors Me I will honor". Liddell defeats the American favourites and wins the gold medal. The British team returns home triumphant. As the film ends, onscreen text explains that Abrahams married Sybil and became the elder statesman of British athletics. Liddell went on to missionary work in China. All of Scotland mourned his death in 1945 in Japanese-occupied China.'	When Liddell accidentally misses a church prayer meeting because of his running, his sister Jennie upbraids him and accuses him of no longer caring about God. Eric tells her that though he intends to return eventually to the China mission, he feels divinely inspired when running, and that not to run would be to dishonour God, saying "I believe that God made me for a purpose. But He also made me fast, and when I run, I feel His pleasure".
plot-30_0	K	b'day of the tentacle'[SEP]develop vastly increased intelligence[SEP]thereby preventing purple tentacle[SEP]deranged medical student laverne[SEP]friendly brother green tentacle[SEP]three send small objects back[SEP]mad scientist dr fred edison[SEP]united states constitution[SEP]laverne must restore power[SEP]purple tentacles guarding[SEP]imitation diamond rather	I	3	b"Five years after the events of Maniac Mansion, Purple Tentacle\xe2\x80\x94a mutant monster and lab assistant created by mad scientist dr Fred Edison\xe2\x80\x94drinks toxic sludge from a river behind dr Fred's laboratory. The sludge causes him to grow a pair of flipper-like arms, develop vastly increased intelligence, and have a thirst for global domination. dr Fred plans to resolve the issue by killing Purple Tentacle and his harmless, friendly brother Green Tentacle, but Green Tentacle sends a plea of help to his old friend, the nerd Bernard Bernoulli. Bernard travels to the Edison family motel with his two housemates, deranged medical student Laverne and roadie Hoagie, and frees the tentacles. Purple Tentacle escapes to resume his quest to take over the world.	NA
plot-30_1	K	b'day of the tentacle'[SEP]develop vastly increased intelligence[SEP]thereby preventing purple tentacle[SEP]deranged medical student laverne[SEP]friendly brother green tentacle[SEP]three send small objects back[SEP]mad scientist dr fred edison[SEP]united states constitution[SEP]laverne must restore power[SEP]purple tentacles guarding[SEP]imitation diamond rather	B	3	Since Purple Tentacle's plans are flawless and unstoppable, dr Fred decides to use his Chron-o-John time machines to send Bernard, Laverne, and Hoagie to the day before to turn off his Sludge-o-Matic machine, thereby preventing Purple Tentacle's exposure to the sludge. However, because dr Fred used an imitation diamond rather than a real diamond as a power source for the time machine, the Chron-o-Johns break down in operation. Laverne is sent 200 years in the future, where humanity has been enslaved and Purple Tentacle rules the world from the Edison mansion, while Hoagie is dropped 200 years in the past, where the motel is being used by the Founding Fathers as a retreat to write the United States Constitution. Bernard is returned to the present. To salvage dr Fred's plan, Bernard must acquire a replacement diamond for the time machine, while both Hoagie and Laverne must restore power to their respective Chron-o-John pods by plugging them in. To overcome the lack of electricity in the past, Hoagie recruits the help of Benjamin Franklin and dr Fred's ancestor, Red Edison, to build a superbattery to power his pod, while Laverne evades capture by the tentacles long enough to run an extension cord to her unit. The three send small objects back and forth in time through the Chron-o-Johns and make changes to history to help the others complete their tasks.	b"Five years after the events of Maniac Mansion, Purple Tentacle\xe2\x80\x94a mutant monster and lab assistant created by mad scientist dr Fred Edison\xe2\x80\x94drinks toxic sludge from a river behind dr Fred's laboratory. The sludge causes him to grow a pair of flipper-like arms, develop vastly increased intelligence, and have a thirst for global domination. dr Fred plans to resolve the issue by killing Purple Tentacle and his harmless, friendly brother Green Tentacle, but Green Tentacle sends a plea of help to his old friend, the nerd Bernard Bernoulli. Bernard travels to the Edison family motel with his two housemates, deranged medical student Laverne and roadie Hoagie, and frees the tentacles. Purple Tentacle escapes to resume his quest to take over the world.
plot-30_2	K	b'day of the tentacle'[SEP]develop vastly increased intelligence[SEP]thereby preventing purple tentacle[SEP]deranged medical student laverne[SEP]friendly brother green tentacle[SEP]three send small objects back[SEP]mad scientist dr fred edison[SEP]united states constitution[SEP]laverne must restore power[SEP]purple tentacles guarding[SEP]imitation diamond rather	C	3	Eventually, Bernard uses dr Fred's family fortune of royalties from the Maniac Mansion TV series to purchase a real diamond, while his friends manage to power their Chron-o-Johns. Soon, the three are reunited in the present. Purple Tentacle arrives, hijacks a Chron-o-John, and takes it to the previous day to prevent them from turning off the sludge machine; he is pursued by Green Tentacle in another pod. With only one Chron-o-John pod left, Bernard, Hoagie, and Laverne use it to pursue the tentacles to the previous day, while dr Fred uselessly tries to warn them of using the pod together, referencing the film The Fly. Upon arriving, the trio exit the pod only to discover that they have been turned into a three-headed monster, their bodies merging into one during the transfer. Meanwhile, Purple Tentacle has used the time machine to bring countless versions of himself from different moments in time to the same day to prevent the Sludge-o-Matic from being deactivated. Bernard and his friends defeat the Purple Tentacles guarding the Sludge-o-Matic, turn off the machine, and prevent the whole series of events from ever happening. Returning to the present, dr Fred discovers that the three have not been turned into a monster at all but have just gotten stuck in the same set of clothes; they are then ordered by dr Fred to get out of his house. The game ends with the credits rolling over a tentacle-shaped American flag, one of the more significant results of their tampering in history."	Since Purple Tentacle's plans are flawless and unstoppable, dr Fred decides to use his Chron-o-John time machines to send Bernard, Laverne, and Hoagie to the day before to turn off his Sludge-o-Matic machine, thereby preventing Purple Tentacle's exposure to the sludge. However, because dr Fred used an imitation diamond rather than a real diamond as a power source for the time machine, the Chron-o-Johns break down in operation. Laverne is sent 200 years in the future, where humanity has been enslaved and Purple Tentacle rules the world from the Edison mansion, while Hoagie is dropped 200 years in the past, where the motel is being used by the Founding Fathers as a retreat to write the United States Constitution. Bernard is returned to the present. To salvage dr Fred's plan, Bernard must acquire a replacement diamond for the time machine, while both Hoagie and Laverne must restore power to their respective Chron-o-John pods by plugging them in. To overcome the lack of electricity in the past, Hoagie recruits the help of Benjamin Franklin and dr Fred's ancestor, Red Edison, to build a superbattery to power his pod, while Laverne evades capture by the tentacles long enough to run an extension cord to her unit. The three send small objects back and forth in time through the Chron-o-Johns and make changes to history to help the others complete their tasks.
plot-31_0	K	b'the cider house rules'[SEP]unwanted pregnancies give birth[SEP]candy marry shortly afterward[SEP]entirely admirable position[SEP]homer become best friends[SEP]upon learning wilbur \'[SEP]candy becomes pregnant[SEP]extremely stoic woman[SEP]continues dr larch \'	I	5	b'Homer Wells grows up in an orphanage where he spends his childhood trying to be "of use" as a medical assistant to the director, dr Wilbur Larch, whose history is told in flashbacks: After a traumatic misadventure with a prostitute as a young man, Wilbur turns his back on sex and love, choosing instead to help women with unwanted pregnancies give birth and then keeping the babies in an orphanage. He makes a point of maintaining an emotional distance from the orphans, so that they can more easily make the transition into an adoptive family, but when it becomes clear that Homer is going to spend his entire childhood at the orphanage, Wilbur trains the orphan as an obstetrician and then comes to love him like a son.	NA
plot-31_1	K	b'the cider house rules'[SEP]unwanted pregnancies give birth[SEP]candy marry shortly afterward[SEP]entirely admirable position[SEP]homer become best friends[SEP]upon learning wilbur \'[SEP]candy becomes pregnant[SEP]extremely stoic woman[SEP]continues dr larch \'	B	5	Wilbur\'s and Homer\'s lives are complicated by Wilbur also secretly being an abortionist. Wilbur came to this work reluctantly, but he is driven by having seen the horrors of back-alley operations. Homer, upon learning Wilbur\'s secret, considers it morally wrong.	b'Homer Wells grows up in an orphanage where he spends his childhood trying to be "of use" as a medical assistant to the director, dr Wilbur Larch, whose history is told in flashbacks: After a traumatic misadventure with a prostitute as a young man, Wilbur turns his back on sex and love, choosing instead to help women with unwanted pregnancies give birth and then keeping the babies in an orphanage. He makes a point of maintaining an emotional distance from the orphans, so that they can more easily make the transition into an adoptive family, but when it becomes clear that Homer is going to spend his entire childhood at the orphanage, Wilbur trains the orphan as an obstetrician and then comes to love him like a son.
plot-31_2	K	b'the cider house rules'[SEP]unwanted pregnancies give birth[SEP]candy marry shortly afterward[SEP]entirely admirable position[SEP]homer become best friends[SEP]upon learning wilbur \'[SEP]candy becomes pregnant[SEP]extremely stoic woman[SEP]continues dr larch \'	B	5	As a young man, Homer befriends a young couple, Candy Kendall and Wally Worthington, who come to st Cloud\'s for an abortion. Homer leaves the orphanage, and returns with them to Ocean View Orchards (Wally\'s family\'s orchard) in Heart\'s Rock, near the Maine coast. Wally and Homer become best friends and Homer develops a secret love for Candy. Wally goes off to serve in the Second World War and his plane is shot down over Burma. He is presumed missing by the military, but Homer and Candy both believe he is dead and move on with their lives, which includes beginning a romantic relationship. When Candy becomes pregnant, they go back to st Cloud\'s Orphanage, where their son is born and named Angel.	Wilbur\'s and Homer\'s lives are complicated by Wilbur also secretly being an abortionist. Wilbur came to this work reluctantly, but he is driven by having seen the horrors of back-alley operations. Homer, upon learning Wilbur\'s secret, considers it morally wrong.
plot-31_3	K	b'the cider house rules'[SEP]unwanted pregnancies give birth[SEP]candy marry shortly afterward[SEP]entirely admirable position[SEP]homer become best friends[SEP]upon learning wilbur \'[SEP]candy becomes pregnant[SEP]extremely stoic woman[SEP]continues dr larch \'	B	5	Subsequently, Wally is found in Burma and returns home, paralyzed from the waist down. He is still able to have sexual intercourse but is sterile due to an infection caught in Burma. They lie to the family about Angel\'s parentage, claiming that Homer decided to adopt him. Wally and Candy marry shortly afterward, but Candy and Homer maintain a secret affair that lasts some 15 years.	As a young man, Homer befriends a young couple, Candy Kendall and Wally Worthington, who come to st Cloud\'s for an abortion. Homer leaves the orphanage, and returns with them to Ocean View Orchards (Wally\'s family\'s orchard) in Heart\'s Rock, near the Maine coast. Wally and Homer become best friends and Homer develops a secret love for Candy. Wally goes off to serve in the Second World War and his plane is shot down over Burma. He is presumed missing by the military, but Homer and Candy both believe he is dead and move on with their lives, which includes beginning a romantic relationship. When Candy becomes pregnant, they go back to st Cloud\'s Orphanage, where their son is born and named Angel.
plot-31_4	K	b'the cider house rules'[SEP]unwanted pregnancies give birth[SEP]candy marry shortly afterward[SEP]entirely admirable position[SEP]homer become best friends[SEP]upon learning wilbur \'[SEP]candy becomes pregnant[SEP]extremely stoic woman[SEP]continues dr larch \'	C	5	Many years later, teenaged Angel falls in love with Rose. Rose, the daughter of the head migrant worker at the apple orchard, becomes pregnant by her father, and Homer performs an abortion on her. Homer decides to return to the orphanage after the death of Wilbur, to work as the new director. Though he maintains his distaste for abortions, he continues dr Larch\'s legacy of honoring the choice of his patients, and he dreams of the day when abortions are free, legal, and safe, so he\'ll no longer feel obliged to offer them. The name "The Cider House Rules" refers to the list of rules that the migrant workers are supposed to follow at the Ocean View Orchards. However, none of them can read, and they are completely unaware of the rules - which have been posted for years. A subplot follows the character Melony, who grew up alongside Homer in the orphanage. She was Homer\'s first girlfriend in a relationship of circumstances. After Homer leaves the orphanage, so does she in an effort to find him. She eventually becomes an electrician and takes a female lover, Lorna. Melony is an extremely stoic woman, who refuses to press charges against a man who brutally broke her nose and arm so that she can later take revenge herself. She is the catalyst that transforms Homer from his comfortable but not entirely admirable position at the apple orchard to becoming dr Larch\'s replacement at the orphanage.'	Subsequently, Wally is found in Burma and returns home, paralyzed from the waist down. He is still able to have sexual intercourse but is sterile due to an infection caught in Burma. They lie to the family about Angel\'s parentage, claiming that Homer decided to adopt him. Wally and Candy marry shortly afterward, but Candy and Homer maintain a secret affair that lasts some 15 years.
plot-32_0	K	b'chrono cross'[SEP]time research facility chronopolis created el nido thousands[SEP]arbiter ", simultaneously preventing fate[SEP]director masato kato originally planned[SEP]catastrophic experimental failure drew[SEP]former dragoon turned pirate captain[SEP]distant future called chronopolis[SEP]x94parallel universe descendants[SEP]available ). many characters tie[SEP]chrono cross employs story arcs[SEP]tropical archipelago inhabited	I	5	b'Chrono Cross features a diverse cast of 45 party members. Each character is outfitted with an innate Element affinity and three unique special abilities that are learned over time. If taken to the world opposite their own, characters react to their counterparts (if available). Many characters tie in to crucial plot events. Since it is impossible to obtain all 45 characters in one playthrough, players must replay the game to witness everything. Through use of the New Game+ feature, players can ultimately obtain all characters on one save file.	NA
plot-32_1	K	b'chrono cross'[SEP]time research facility chronopolis created el nido thousands[SEP]arbiter ", simultaneously preventing fate[SEP]director masato kato originally planned[SEP]catastrophic experimental failure drew[SEP]former dragoon turned pirate captain[SEP]distant future called chronopolis[SEP]x94parallel universe descendants[SEP]available ). many characters tie[SEP]chrono cross employs story arcs[SEP]tropical archipelago inhabited	B	5	Serge, the game\'s protagonist, is a 17-year-old boy with blue hair who lives in the fishing village of Arni. One day, he slips into an alternate world in which he drowned ten years before. Determined to find the truth behind the incident, he follows a predestined course that leads him to save the world. He is assisted by Kid, a feisty, skilled thief who seeks the mythical Frozen Flame. Portrayed as willful and tomboyish due to her rough, thieving past, she helps Serge sneak into Viper Manor in order to obtain the Frozen Flame. Kid vows to find and defeat Lynx, an anthropomorphic panther who burned down her adopted mother\'s orphanage.	b'Chrono Cross features a diverse cast of 45 party members. Each character is outfitted with an innate Element affinity and three unique special abilities that are learned over time. If taken to the world opposite their own, characters react to their counterparts (if available). Many characters tie in to crucial plot events. Since it is impossible to obtain all 45 characters in one playthrough, players must replay the game to witness everything. Through use of the New Game+ feature, players can ultimately obtain all characters on one save file.
plot-32_2	K	b'chrono cross'[SEP]time research facility chronopolis created el nido thousands[SEP]arbiter ", simultaneously preventing fate[SEP]director masato kato originally planned[SEP]catastrophic experimental failure drew[SEP]former dragoon turned pirate captain[SEP]distant future called chronopolis[SEP]x94parallel universe descendants[SEP]available ). many characters tie[SEP]chrono cross employs story arcs[SEP]tropical archipelago inhabited	B	5	Lynx, a cruel agent of the supercomputer FATE, is bent on finding Serge and using his body as part of a greater plan involving the Frozen Flame. Lynx travels with Harle, a mysterious, playful girl dressed like a harlequin. Harle was sent by the Dragon God to shadow Lynx and one day steal the Frozen Flame from Chronopolis, a task she painfully fulfills despite being smitten with Serge.	Serge, the game\'s protagonist, is a 17-year-old boy with blue hair who lives in the fishing village of Arni. One day, he slips into an alternate world in which he drowned ten years before. Determined to find the truth behind the incident, he follows a predestined course that leads him to save the world. He is assisted by Kid, a feisty, skilled thief who seeks the mythical Frozen Flame. Portrayed as willful and tomboyish due to her rough, thieving past, she helps Serge sneak into Viper Manor in order to obtain the Frozen Flame. Kid vows to find and defeat Lynx, an anthropomorphic panther who burned down her adopted mother\'s orphanage.
plot-32_3	K	b'chrono cross'[SEP]time research facility chronopolis created el nido thousands[SEP]arbiter ", simultaneously preventing fate[SEP]director masato kato originally planned[SEP]catastrophic experimental failure drew[SEP]former dragoon turned pirate captain[SEP]distant future called chronopolis[SEP]x94parallel universe descendants[SEP]available ). many characters tie[SEP]chrono cross employs story arcs[SEP]tropical archipelago inhabited	B	5		Lynx, a cruel agent of the supercomputer FATE, is bent on finding Serge and using his body as part of a greater plan involving the Frozen Flame. Lynx travels with Harle, a mysterious, playful girl dressed like a harlequin. Harle was sent by the Dragon God to shadow Lynx and one day steal the Frozen Flame from Chronopolis, a task she painfully fulfills despite being smitten with Serge.
plot-32_4	K	b'chrono cross'[SEP]time research facility chronopolis created el nido thousands[SEP]arbiter ", simultaneously preventing fate[SEP]director masato kato originally planned[SEP]catastrophic experimental failure drew[SEP]former dragoon turned pirate captain[SEP]distant future called chronopolis[SEP]x94parallel universe descendants[SEP]available ). many characters tie[SEP]chrono cross employs story arcs[SEP]tropical archipelago inhabited	C	5	Able to return to Another world, Serge allies with the Acacia Dragoons against Porre and locates that dimension\'s Dragon Tear, allowing him to return to his human form. He then enters the Sea of Eden, Another world\'s physical equivalent of the Dead Sea, finding a temporal research facility from the distant future called Chronopolis. Lynx and Kid are inside; Serge defeats Lynx and the supercomputer FATE, allowing the six Dragons of El Nido to steal the Frozen Flame and retire to Terra Tower, a massive structure raised from the sea floor. Kid falls into a coma, and Harle bids the party goodbye to fly with the Dragons. Serge regroups his party and tends to Kid, who remains comatose. Continuing his adventure, he obtains and cleanses the corrupted Masamune sword from Chrono Trigger. He then uses the Dragon relics and shards of the Dragon Tears to create the mythic Element Chrono Cross. The spiritual power of the Masamune later allows him to lift Kid from her coma. At Terra Tower, the prophet of time, revealed to be Belthasar from Chrono Trigger, visits him with visions of Crono, Marle, and Lucca. Serge learns that the time research facility Chronopolis created El Nido thousands of years ago after a catastrophic experimental failure drew it to the past. The introduction of a temporally foreign object in history caused the planet to pull in a counterbalance from a different dimension. This was Dinopolis, a city of Dragonians\xe2\x80\x94parallel universe descendants of Chrono Trigger\'s Reptites. The institutions warred and Chronopolis subjugated the Dragonians. Humans captured their chief creation\xe2\x80\x94the Dragon God, an entity capable of controlling nature.	
plot-33_0	K	b'vladimir harkonnen'[SEP]though suk imperial conditioning supposedly makes[SEP]bene gesserit reverend mother gaius helen mohiam[SEP]interminable torture unless yueh complies[SEP]seemingly unstoppable imperial sardaukar[SEP]daughter proves genetically undesirable[SEP]khrone tries various torture techniques[SEP]abulurd eventually marries emmi rabban[SEP]secondary harkonnen planet lankiveil[SEP]bene gesserit concubine lady jessica[SEP]guiding hawat toward another suspect	I	5	b'As Dune begins, a longstanding feud exists between the Harkonnens of Giedi Prime and the Atreides of Caladan. The Baron\'s intent to exterminate the Atreides line seems close to fruition as Duke Leto Atreides is lured to the desert planet Arrakis on the pretense of taking over the valuable melange operation there. The Baron has an agent in the Atreides household: Leto\'s own physician, the trusted Suk doctor Wellington Yueh. Though Suk Imperial Conditioning supposedly makes the subject incapable of inflicting harm, the Baron\'s twisted Mentat Piter De Vries notes:	NA
plot-33_1	K	b'vladimir harkonnen'[SEP]though suk imperial conditioning supposedly makes[SEP]bene gesserit reverend mother gaius helen mohiam[SEP]interminable torture unless yueh complies[SEP]seemingly unstoppable imperial sardaukar[SEP]daughter proves genetically undesirable[SEP]khrone tries various torture techniques[SEP]abulurd eventually marries emmi rabban[SEP]secondary harkonnen planet lankiveil[SEP]bene gesserit concubine lady jessica[SEP]guiding hawat toward another suspect	B	5	The Baron has taken Yueh\'s wife Wanna prisoner, threatening her with interminable torture unless Yueh complies with his demands. Harkonnen also distracts Leto\'s Mentat Thufir Hawat from discovering Yueh by guiding Hawat toward another suspect: Leto\'s Bene Gesserit concubine Lady Jessica, of whom Hawat is already distrustful. The Atreides are soon attacked by Harkonnen forces (secretly supplemented by the seemingly unstoppable Imperial Sardaukar) as Yueh disables the protective shields around the Atreides palace on Arrakis. As instructed, Yueh takes Leto prisoner; however, desiring to slay the Baron, Yueh provides the captive Leto with a fake tooth filled with poisonous gas as a means of simultaneous assassination and suicide. De Vries kills Yueh but he also dies with Leto in the assassination attempt; however Harkonnen survives. The Baron then manipulates Hawat into his service, by convincing Hawat that Lady Jessica was the traitor and using Hawat\'s desire for revenge on Lady Jessica and the Emperor as motivation to assist House Harkonnen.	b'As Dune begins, a longstanding feud exists between the Harkonnens of Giedi Prime and the Atreides of Caladan. The Baron\'s intent to exterminate the Atreides line seems close to fruition as Duke Leto Atreides is lured to the desert planet Arrakis on the pretense of taking over the valuable melange operation there. The Baron has an agent in the Atreides household: Leto\'s own physician, the trusted Suk doctor Wellington Yueh. Though Suk Imperial Conditioning supposedly makes the subject incapable of inflicting harm, the Baron\'s twisted Mentat Piter De Vries notes:
